1487,995
79,27
183,24
287,58
374,89
473,58
552,16
595,16
687,16
948,17
1059,24
1156,21
1257,36
1454,45
1496,16
1540,16
1640,16
1743,26
1820,24
1922,28
2017,71
2136,22
2296,16
2400,17
2493,20
2594,25
2695,29
2885,29
2995,22
252,24
573,82
671,50
744,28
770,60
1220,24
1330,42
2213,44
2360,24
1584,32
1680,36
2184,32
2774,43
2972,45
868,57
963,97
2072,40
2106,51
2320,48
552,48
1128,55
1155,104
1541,61
2401,71
2455,48
2494,72
832,56
1054,77
1496,56
1656,56
1855,56
2292,65
2448,60
2594,77
2815,56
79,108
180,113
1276,73
1384,68
1635,103
1731,80
1829,83
1943,64
2050,69
2236,83
2685,87
2808,64
1671,71
1800,72
1921,92
1992,72
2776,93
144,80
693,83
1248,132
1359,80
1550,113
2113,106
2299,118
2872,100
1343,108
1463,88
1608,91
2991,93
632,100
672,112
1223,96
1312,96
1439,116
703,103
783,108
858,127
918,112
1829,140
2072,104
2198,120
2431,104
2464,103
2961,116
763,122
1058,138
1216,115
1731,135
1768,112
2392,134
2509,135
284,145
2591,143
2712,124
1946,132
2056,128
2431,127
2782,156
40,136
440,144
1338,157
1901,158
2680,157
2868,161
2994,140
470,164
536,144
579,144
2010,159
2088,144
2135,144
2727,143
224,152
1542,178
2176,152
2224,152
2984,152
546,360
634,162
655,276
766,184
1088,160
1463,168
1667,160
2088,173
2112,160
2314,166
2963,173
48,172
824,172
854,267
954,232
1434,182
1635,193
2190,180
2423,168
1167,176
1768,176
1819,201
2392,196
72,202
144,184
172,210
275,238
1054,238
1208,184
1238,250
1338,256
1725,205
1976,184
2047,184
2284,191
2486,201
2528,184
2588,205
1120,196
1151,211
1918,214
2012,215
2683,215
2808,204
2995,211
32,204
368,242
496,204
616,200
824,204
1784,200
2105,225
2769,223
2895,200
471,208
736,215
1400,212
1445,233
2059,207
2528,216
2867,222
1216,216
1312,216
2215,224
128,224
466,235
761,254
1547,224
1976,224
2299,224
2336,224
2432,228
24,236
440,244
1128,232
1304,240
1968,231
2266,249
53,327
1120,243
1528,255
1600,240
1627,255
1730,242
1814,265
2185,249
2373,260
2484,262
2698,252
2948,244
136,248
1138,272
1392,252
1751,247
1911,303
2536,248
2579,266
528,256
1713,269
2000,288
2765,281
2904,256
166,277
724,272
1016,264
1479,264
2663,279
2857,289
2951,293
120,280
334,279
471,272
1271,272
1438,337
1839,271
2094,293
2191,297
432,284
896,292
1008,279
1392,280
1680,280
2135,280
455,335
2127,287
520,296
1552,300
1611,362
1848,296
2380,319
2486,319
232,304
750,322
939,332
1047,330
1712,304
1718,329
1948,312
2280,314
158,342
239,311
287,316
1012,322
1244,344
1515,393
2042,314
2996,329
605,325
1134,400
1809,340
112,328
250,383
328,336
342,465
1322,390
2097,356
2223,328
2336,328
2567,341
2608,328
2664,342
2687,328
2771,342
1400,336
1996,359
20,344
2207,347
2841,351
2957,357
767,352
1200,352
2048,352
2410,357
224,359
737,390
807,360
1016,359
2176,371
2280,380
2469,420
132,490
167,368
890,373
1727,372
2373,387
2584,368
439,447
798,385
931,393
1040,395
1803,404
2998,388
320,384
834,393
1720,384
2578,401
16,391
696,392
1227,447
1699,405
1743,391
1898,414
1993,419
2659,413
2751,413
463,404
608,399
1208,400
1856,404
2198,426
2704,408
636,469
1104,408
1288,412
2088,430
2256,407
2277,438
2843,422
2959,408
516,416
976,416
1419,444
2937,432
738,511
1063,424
1576,427
1612,453
2381,447
2496,424
36,491
233,568
712,431
831,459
952,432
1053,437
1743,432
2127,431
2624,431
924,440
1701,498
1736,444
1808,463
1919,496
2336,440
2998,487
1031,474
2503,448
2661,467
2805,453
2879,448
892,456
921,605
1263,456
2555,473
680,464
1447,464
2048,464
2081,488
2224,464
2752,479
2843,487
2872,463
610,478
1184,472
1321,491
2023,472
2278,502
792,480
1414,497
1504,540
1605,585
2175,496
2939,498
2485,513
828,519
1280,496
1664,496
1800,526
2368,516
1576,504
1839,504
2799,504
520,512
1028,564
1184,512
1288,525
1919,512
2136,512
2572,528
2792,519
1122,571
1205,616
1982,576
2074,589
2646,539
2680,524
2864,520
431,586
1309,585
1401,561
1439,528
2742,546
539,562
663,536
1096,536
1840,536
627,599
776,544
968,544
1535,544
2826,553
2938,564
2975,544
72,552
872,556
2032,552
2161,562
2262,572
2295,552
2356,579
2391,552
30,586
283,575
400,559
823,631
2696,560
1000,572
1698,589
2124,579
2464,588
2594,570
496,576
1639,575
1768,576
1840,576
2432,576
2792,580
2996,665
784,584
1335,584
1448,584
1796,599
1884,608
2576,584
2656,600
2704,584
2759,588
393,600
2056,592
2166,619
2557,600
2847,603
325,617
559,603
2733,612
480,608
523,700
605,613
880,608
1384,608
1408,631
1439,608
1503,669
2262,628
2559,684
2679,607
2976,608
655,615
721,637
888,615
951,616
1760,616
2399,616
2503,616
2927,629
1664,624
1695,724
2359,641
2454,645
27,691
1019,677
1928,632
2688,632
122,799
376,640
400,643
992,640
1272,643
1791,661
2792,640
334,668
1113,702
1882,701
1982,677
2122,651
2160,680
2817,677
434,677
1298,720
1455,656
1933,661
2068,683
2642,670
2725,678
96,664
627,694
743,664
1398,698
2928,693
728,691
1055,671
2260,696
2359,702
2487,672
1480,680
1568,679
1586,719
304,692
784,688
856,688
2458,712
2600,688
216,696
1248,700
1788,759
2646,725
2753,728
2876,700
258,706
416,704
568,704
1074,714
2847,704
96,712
204,720
315,758
392,712
1096,712
1965,775
2840,711
423,775
1219,747
2195,720
2287,719
1411,801
1592,872
2069,748
2151,773
2391,728
227,777
392,736
651,736
729,764
812,776
992,735
2912,750
633,764
1497,770
1664,755
2241,767
2287,744
2349,773
2695,748
69,753
272,760
608,752
915,771
1016,779
1752,764
2280,751
2443,776
2553,780
2600,755
24,810
384,760
2676,768
2990,770
56,771
1867,795
168,776
356,776
596,776
1341,781
2602,859
2746,781
2811,805
200,788
1111,840
1999,784
2062,807
2186,790
616,791
1243,792
2248,847
2400,791
2716,807
2907,814
2952,792
56,800
178,803
535,800
1200,848
1295,862
513,852
589,813
621,867
1495,865
2348,838
160,815
296,815
715,831
887,823
1688,848
2391,816
2452,842
2542,838
802,847
930,843
2591,830
2980,827
565,859
1782,854
1957,872
2064,873
208,883
592,844
992,844
1009,917
1160,839
1868,863
2705,873
310,871
439,848
2026,853
2150,903
2851,848
411,880
967,856
2271,856
2495,855
914,968
1423,864
2755,910
2896,885
493,877
839,872
1383,898
1640,872
2340,901
72,894
143,879
176,879
727,880
798,932
864,901
1551,880
1687,904
1777,913
2439,911
2935,879
2988,894
711,962
2504,888
20,910
456,896
1127,900
1536,903
1845,901
2296,896
2847,917
173,909
655,904
1867,927
463,915
1100,927
1962,936
152,919
327,920
560,924
648,923
1195,946
1390,959
2055,939
2392,924
2899,943
313,940
368,928
392,928
523,954
1297,953
2235,952
418,946
611,959
856,946
1807,936
2759,939
2801,944
2960,936
72,944
1064,943
1485,965
1868,1047
2952,943
2981,958
18,992
80,951
560,952
888,952
1111,983
1623,951
1682,1001
1771,982
2012,959
2343,973
2438,982
110,981
464,960
2271,960
2601,1027
296,967
372,968
1965,1000
2741,970
2810,995
192,1002
664,976
1239,976
1289,1009
2050,1006
2147,1072
412,1011
864,988
1199,1002
1629,994
2759,983
2914,986
2983,1018
303,1009
512,992
607,1019
964,992
1398,1014
2008,992
2710,1009
63,1000
376,1000
560,1000
1048,1000
1484,1026
1519,1009
2240,1021
2339,1032
2885,1010
50,1010
514,1057
804,1036
248,1016
671,1016
1072,1016
1571,1039
2441,1037
106,1045
653,1026
1004,1044
1775,1045
1080,1032
1101,1054
1957,1064
2103,1032
2801,1051
2936,1032
202,1058
1190,1059
1286,1081
1397,1074
1944,1040
2053,1073
2695,1058
310,1074
427,1070
568,1047
959,1048
71,1064
949,1058
1492,1082
2290,1058
2895,1100
168,1064
599,1126
1632,1064
1736,1064
2237,1082
2359,1064
2980,1082
136,1080
695,1094
776,1076
1581,1093
1669,1103
2335,1097
2391,1072
2429,1104
180,1087
352,1088
805,1098
902,1109
1791,1088
2375,1087
2721,1111
56,1087
996,1113
1752,1088
1991,1088
94,1119
256,1096
1079,1204
1946,1165
2079,1095
2192,1096
2529,1106
2797,1123
381,1109
556,1104
1468,1142
1763,1196
1824,1104
2576,1103
203,1127
398,1137
440,1120
1176,1160
2622,1154
2980,1208
299,1136
776,1120
1285,1157
1387,1139
2208,1119
2234,1153
463,1132
484,1207
856,1127
1732,1132
1799,1127
2523,1157
256,1136
544,1136
698,1189
744,1136
789,1168
900,1195
1536,1136
1560,1136
2353,1172
144,1149
455,1143
768,1144
1573,1161
2048,1189
2816,1144
435,1159
648,1152
848,1152
990,1173
1666,1179
1786,1157
2079,1151
2700,1184
748,1168
1855,1182
2163,1160
2803,1187
2928,1160
86,1189
199,1189
1303,1176
2020,1168
2768,1168
2887,1198
48,1176
291,1204
359,1176
416,1176
652,1184
805,1236
1411,1176
1624,1176
2164,1204
2856,1176
394,1209
623,1184
680,1188
940,1191
1536,1184
2548,1188
344,1199
616,1192
1372,1207
1467,1215
595,1224
1056,1199
1528,1199
2696,1248
160,1208
748,1208
1023,1208
1565,1246
2432,1232
2527,1230
2639,1207
2096,1220
2230,1223
2342,1228
101,1229
987,1246
1120,1224
1992,1223
2027,1287
2890,1255
23,1232
136,1232
160,1232
192,1231
250,1240
415,1231
1136,1231
1399,1232
1932,1258
2656,1232
2787,1245
16,1243
536,1240
1276,1262
1352,1239
1369,1272
1846,1248
2112,1245
52,1257
216,1248
656,1256
1800,1248
2312,1256
416,1256
911,1260
1182,1275
1424,1260
1456,1255
104,1264
272,1268
303,1263
576,1264
630,1279
712,1270
944,1268
1134,1277
1616,1268
2116,1274
160,1284
336,1272
600,1272
881,1290
1808,1272
2235,1283
2340,1318
2419,1292
2463,1272
2544,1272
2693,1349
2807,1271
16,1280
192,1284
231,1280
264,1279
544,1284
954,1282
1007,1280
1462,1283
1660,1299
1755,1307
101,1293
220,1287
312,1288
999,1291
1295,1294
1553,1302
2663,1292
2843,1301
479,1299
752,1296
832,1296
1336,1307
1423,1296
1846,1314
2169,1302
2511,1304
2891,1323
136,1304
658,1306
696,1304
761,1314
809,1314
984,1304
1039,1314
1148,1304
1408,1303
1945,1325
2112,1303
2980,1330
51,1347
1238,1318
1305,1336
2384,1311
860,1327
951,1324
991,1320
1176,1319
1440,1320
2245,1334
2543,1323
984,1327
1675,1327
2113,1336
2175,1327
2425,1355
121,1345
425,1367
576,1336
936,1335
1121,1342
1712,1336
2208,1344
290,1351
512,1354
1382,1352
1839,1343
2069,1358
185,1363
253,1364
724,1366
953,1384
1226,1376
1248,1352
1487,1380
2509,1366
152,1364
217,1370
472,1364
608,1360
642,1382
800,1371
904,1364
1059,1377
1112,1360
1408,1360
1650,1362
2174,1368
357,1379
552,1376
824,1372
876,1380
1007,1368
1135,1382
1173,1370
1302,1396
1442,1378
1601,1372
1671,1371
1828,1368
2132,1368
2266,1370
2989,1395
306,1382
508,1375
581,1378
1549,1424
1716,1382
2919,1379
996,1383
1191,1391
1776,1384
2256,1387
2839,1384
2880,1392
136,1392
191,1391
471,1400
744,1392
1352,1396
1395,1404
1432,1396
1880,1392
1960,1392
1992,1392
2120,1392
2224,1403
2439,1404
2835,1419
33,1418
1216,1399
1260,1410
1457,1407
1848,1400
1967,1399
2167,1400
2296,1408
2707,1407
424,1408
599,1408
1168,1416
1360,1416
1418,1410
1660,1430
1887,1407
2064,1408
2360,1408
2537,1450
2532,1416
2904,1408
2935,1408
248,1424
296,1420
584,1415
2149,1426
2299,1448
2752,1419
452,1424
623,1440
1212,1424
1749,1447
1805,1434
2073,1442
2373,1429
2918,1431
203,1432
471,1435
536,1432
680,1432
736,1432
920,1432
1096,1432
1367,1431
1856,1432
1896,1436
2424,1440
2455,1432
927,1443
1335,1440
1918,1449
1977,1450
2800,1440
2896,1443
84,1448
160,1448
195,1455
1728,1447
1776,1447
1876,1451
2391,1448
2449,1458
564,1456
759,1456
1328,1459
1808,1455
1831,1455
2177,1460
2648,1461
2722,1466
2992,1460
167,1463
416,1464
642,1475
744,1471
1008,1464
1360,1468
2412,1467
2799,1464
2952,1470
16,1480
40,1483
1200,1472
1551,1471
1596,1472
1960,1471
2160,1472
2200,1471
2383,1471
2676,1472
2824,1480
2880,1476
2914,1480
70,1483
240,1488
336,1480
1805,1485
1896,1480
2256,1480
2544,1492
2688,1479
2782,1485
87,1508
176,1488
271,1488
528,1488
1320,1488
1656,1488
1704,1488
2048,1488
2088,1488
2152,1487
2207,1487
2240,1495
2998,1488
130,1498
664,1508
781,1498
1960,1496
1984,1496
2024,1508
264,1503
296,1504
348,1504
432,1508
464,1504
504,1508
558,1509
688,1504
1584,1504
2520,1504
2672,1504
2736,1504
600,1512
630,1515
992,1516
1304,1512
1632,1512
1896,1512
2551,1519
2777,1518
2872,1512
2986,1512
25,1535
163,1523
220,1542
704,1520
1239,1520
1768,1520
2360,1520
2815,1524
117,1533
305,1541
348,1528
405,1533
719,1527
768,1528
848,1528
895,1558
1016,1532
1984,1528
2144,1528
2616,1532
2744,1532
280,1535
336,1535
367,1535
450,1537
512,1540
861,1538
920,1536
1096,1536
1144,1536
1224,1543
1568,1536
1912,1536
2047,1541
2280,1536
2408,1547
2936,1536
421,1549
702,1557
1248,1544
1480,1548
1512,1548
1540,1544
2768,1544
2800,1547
568,1552
820,1552
983,1564
1300,1552
1719,1562
2880,1552
2904,1552
2984,1552
88,1560
360,1560
583,1559
608,1559
858,1565
952,1564
1008,1564
1048,1560
1109,1567
1384,1560
1768,1568
2008,1560
2320,1560
2384,1560
2944,1560
55,1569
1055,1567
1184,1568
2023,1567
2272,1568
120,1576
375,1575
1230,1577
1303,1576
1352,1591
1445,1593
1808,1576
1936,1576
2182,1608
2208,1576
2352,1576
2712,1576
2848,1576
173,1595
220,1598
716,1584
937,1603
968,1583
1272,1583
1407,1584
1496,1584
1792,1592
1880,1584
1943,1583
2072,1593
65,1658
308,1592
727,1591
831,1592
864,1597
895,1591
1398,1597
1515,1591
1616,1604
1813,1617
1848,1592
1894,1609
1984,1592
2024,1592
2240,1598
2520,1592
24,1600
352,1604
672,1600
1000,1600
1168,1600
1715,1608
1765,1602
2281,1604
2788,1600
254,1725
804,1620
1424,1607
2624,1608
2940,1608
359,1615
408,1616
1192,1616
1296,1616
1344,1615
1367,1615
1656,1616
1980,1616
2056,1624
2104,1616
2207,1623
2315,1616
2432,1616
2664,1616
600,1624
707,1713
1760,1623
2016,1624
2080,1628
2138,1624
2278,1643
2368,1624
2456,1624
2592,1628
2784,1624
2808,1624
2991,1640
444,1632
528,1632
847,1632
1002,1664
1437,1637
1560,1632
2552,1645
2674,1637
381,1640
535,1643
628,1640
968,1640
1032,1640
1344,1640
1676,1650
2339,1640
2389,1641
2423,1662
2495,1640
2607,1639
2632,1640
2712,1640
2744,1663
2840,1644
975,1651
1188,1648
1232,1652
1447,1647
1472,1648
1506,1656
1778,1650
1872,1652
2024,1648
2776,1648
2816,1648
408,1656
568,1656
1075,1656
1390,1661
1560,1660
1758,1661
1836,1656
2320,1655
2480,1655
2519,1656
2904,1656
419,1664
1132,1878
1152,1664
1424,1664
1479,1663
1536,1664
1807,1664
1879,1663
2176,1664
2504,1663
2618,1668
2648,1664
2960,1668
376,1694
456,1672
1023,1671
1313,1687
1349,1677
1448,1676
1984,1672
2024,1672
2216,1672
2360,1676
2384,1685
2670,1673
408,1680
448,1684
941,1682
1264,1719
1503,1758
1645,1686
1778,1701
2152,1680
2582,1683
2848,1681
37,1735
256,1688
963,1687
1120,1688
1224,1688
1407,1688
1675,1733
1912,1688
2244,1773
2447,1703
2520,1688
2636,1687
2879,1687
2932,1688
2975,1688
192,1696
1402,1739
1849,1706
1919,1695
1992,1696
2128,1696
2288,1696
2496,1696
2712,1696
2968,1696
1231,1704
1437,1709
1888,1704
2152,1704
2405,1711
2535,1703
2680,1704
104,1712
951,1722
1295,1719
2736,1712
2776,1712
2975,1712
167,1720
1005,1724
1325,1726
2005,1725
2048,1720
2176,1724
2432,1720
2648,1720
2968,1719
320,1728
464,1728
2186,1915
2143,1781
2708,1728
2800,1728
2864,1728
2888,1728
654,1758
1024,1736
1365,1760
1431,1735
2075,1815
2135,1736
2183,1747
2444,1770
2519,1736
2655,1735
2944,1740
973,1800
1031,1743
1992,1744
2464,1744
2488,1744
2512,1747
2679,1748
2768,1744
2840,1752
1336,1760
1800,1752
2324,1762
1311,1760
2384,1760
2592,1760
2671,1782
2704,1760
2775,1783
2864,1760
2983,1760
1300,1789
1600,1768
2488,1776
2560,1768
2888,1768
2928,1772
1626,1804
1712,1775
2567,1775
2719,1784
2976,1844
719,1788
1676,1792
1784,1784
2079,1783
2293,1800
2635,1813
2640,1788
2936,1784
359,1796
1436,1811
2336,1792
1080,1800
1334,1829
2360,1800
2408,1800
2432,1804
2514,1836
2560,1800
2706,1802
2848,1800
2915,1817
2998,1800
56,1816
141,1813
171,1814
339,1822
458,1830
712,1807
888,1808
1539,1837
1708,1842
2587,1824
2790,1815
400,1816
423,1815
505,1821
632,1816
1072,1815
1147,1821
1176,1816
1744,1880
2331,1835
2385,1841
2680,1816
122,1826
384,1828
558,1839
744,1851
1368,1824
1596,1856
2428,1838
2455,1824
2488,1824
2691,1848
2863,1824
640,1851
701,1837
1387,1831
2240,1877
100,1839
405,1845
852,1858
1672,1844
1968,1839
2168,1840
2551,1839
2772,1839
2844,1855
221,1852
1020,1848
2749,1886
2805,1853
48,1856
192,1864
1043,1868
1664,1859
1936,1864
2152,1855
2175,1856
2369,1905
2567,1866
2657,1875
2880,1856
2904,1856
147,1886
1167,1864
1637,1869
1976,1880
2103,1887
2168,1867
2287,1864
2933,1875
484,1872
2000,1871
2429,1887
45,1888
248,1896
431,1892
2066,1885
2281,1887
2788,1885
2818,1885
2882,1885
80,1888
345,1900
551,1913
655,1888
704,1888
1331,1898
1541,1906
1625,1909
1903,1887
2313,1895
2632,1887
91,1895
184,1896
643,1915
920,1896
1429,1903
2168,1896
2567,1895
303,1913
728,1904
767,1904
2002,1926
2695,1903
2845,1906
727,1926
937,1929
1163,1912
1688,1912
2074,1935
2505,1920
2592,1912
2613,1917
2658,1913
2728,1912
232,1920
832,1931
871,1920
2890,1925
2928,1920
217,1936
464,1929
1033,1938
1071,1928
1504,1937
1584,1932
1856,1928
2023,1928
2192,1939
2287,1940
2544,1936
2711,1943
256,1936
2811,1935
45,1964
1595,1943
1624,1981
1727,1943
2256,1943
156,1958
347,1981
493,1957
1760,1952
1975,1951
2552,1952
88,1960
267,1960
453,1985
567,1960
2754,1962
247,1977
593,1986
2028,1968
2776,1968
300,1976
679,1976
136,1983
173,1992
284,1983
16,1994
67,1994
112,1994
